"BehaviorSpace results (NetLogo 6.0.4)"
"ds_model_code-done.nlogo"
"flow-on-x-6"
"08/16/2019 02:30:31:718 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","60","0","30"
"[run number]","sidewalk-width","pedestrian-flow","disabled-proportion","bus-stop-type","[step]","mean-delay","mean-delay-dis","mean-delay-non","total-colli","mean-colli-dis","mean-colli-non"
"147","6","400","0.05","backing footway","36000","1.5787579982684625","1.0524353554692887","1.6957185855571677","63","2.25","3"
"151","6","400","0.05","backing building","36000","1.5013251149286686","1.4737892888945439","1.5038283718408616","81","4.5","3.272727272727273"
"152","6","400","0.05","backing building","36000","2.0141371521504543","0.8730930367120315","2.1510624460030647","121","4.666666666666667","4.28"
"150","6","400","0.05","backing footway","36000","1.6475102296819166","2.904593536404228","1.4679269001501578","77","3.6666666666666665","3.142857142857143"
"148","6","400","0.05","backing footway","36000","1.6472714605038312","2.379213061047735","1.4032909269891969","111","5.857142857142857","3.3333333333333335"
"149","6","400","0.05","backing footway","36000","1.4827964350592595","1.4786621013806105","1.4830548309141744","154","6","4.4375"
"155","6","400","0.05","backing building","36000","0.8303370905923793","0.8000552583519571","0.8370663866458065","61","3.75","2.5555555555555554"
"154","6","400","0.05","backing building","36000","0.7377342197252542","0.5167593728732433","0.7584506116176303","147","5","4.125"
"153","6","400","0.05","backing building","36000","2.0308456284852126","2.458981760559798","1.9416506009696741","139","6.2","4.5"
"158","6","400","0.05","backing building","36000","0.9029826767499715","1.997886581778836","0.832343715135206","96","4","2.838709677419355"
"159","6","400","0.05","backing building","36000","0.9029756030006965","0.9148407362123075","0.8992287188286088","73","3.5","2.736842105263158"
"156","6","400","0.05","backing building","36000","5.76862167295799","1.581140871498791","6.566237063712125","119","4.75","4.761904761904762"
"161","6","500","0.05","bus flag","36000","1.0119695999665514","1.3865683438491936","0.9183199139958909","74","4.4","2.6"
"160","6","400","0.05","backing building","36000","1.753455078432128","1.1667795458934975","1.8238561423367639","108","5","3.72"
"157","6","400","0.05","backing building","36000","1.79635618093752","0.9351147843112031","1.8250642274917301","136","3","4.433333333333334"
"163","6","500","0.05","bus flag","36000","2.481088071082445","0.6850654044082258","2.6806461451573584","182","4.5","4.555555555555555"
"167","6","500","0.05","bus flag","36000","0.8298577876019715","0.3921193820650366","0.9549259034696672","51","3","2.7857142857142856"
"162","6","500","0.05","bus flag","36000","1.7958857259113212","1.3572272801638245","1.863371640641705","139","5.5","4.5"
"166","6","500","0.05","bus flag","36000","1.9910552963509403","1.6323677915816457","2.0771402974955713","142","6","4.24"
"164","6","500","0.05","bus flag","36000","2.952956182659566","1.520305529650546","3.1121395885494576","213","6.25","5.222222222222222"
"169","6","500","0.05","bus flag","36000","5.064830311658278","8.897836766298854","4.425995902551515","132","6.5","4.416666666666667"
"165","6","500","0.05","bus flag","36000","0.8727408116753786","0.7023565388894042","0.8824770558345771","179","7","4.714285714285714"
"168","6","500","0.05","bus flag","36000","8.192734043967892","29.34105870738365","6.9842583489155645","244","11","6.3428571428571425"
"173","6","500","0.05","backing road","36000","1.693552351645972","2.609459433941552","1.6102880714372836","96","7.5","3.6818181818181817"
"172","6","500","0.05","backing road","36000","2.1803400144256475","2.1493533337413164","2.186537350562513","185","6.833333333333333","4.8"
"170","6","500","0.05","bus flag","36000","2.258313351992487","1.5413437907065357","2.343666871193195","275","6.8","5.738095238095238"
"175","6","500","0.05","backing road","36000","1.8825029835648575","1.0630641012094113","2.0190761306240987","114","4.25","4.041666666666667"
"176","6","500","0.05","backing road","36000","1.0247809240185881","0.5419074545583271","1.0449006519127655","92","4","3.6666666666666665"
"171","6","500","0.05","backing road","36000","1.9888896754030787","3.1217844188372776","1.8145981764132015","199","6.5","6.653846153846154"
"174","6","500","0.05","backing road","36000","3.074323397306798","0.5617947909310826","3.7595584717729014","148","4.833333333333333","5.409090909090909"
"180","6","500","0.05","backing road","36000","1.7879803190285435","1.2012866256732864","1.8927470499848396","144","3.8","4.464285714285714"
"182","6","500","0.05","backing footway","36000","1.9530897045300308","0.9895721731629697","2.2421449639401496","102","4","3.9"
"177","6","500","0.05","backing road","36000","3.291353225743376","1.269903582539671","3.6588895245076865","223","6.333333333333333","5.606060606060606"
"178","6","500","0.05","backing road","36000","4.06862644172981","0.9676088137882193","4.32704457739161","167","3.5","6.666666666666667"
"181","6","500","0.05","backing footway","36000","1.8358978410979558","2.597499646343458","1.8128189985147587","141","7","4.0606060606060606"
"183","6","500","0.05","backing footway","36000","1.7921745625009011","2.421732146690755","1.6500163983289986","203","7.285714285714286","4.903225806451613"
"184","6","500","0.05","backing footway","36000","2.321738607357479","2.047524896967997","2.372518924096273","162","5.8","4.925925925925926"
"188","6","500","0.05","backing footway","36000","1.8659904868096797","1.8557557660883102","1.8671276780009438","98","4","3.185185185185185"
"185","6","500","0.05","backing footway","36000","2.008093304750936","1.445458677013848","2.0723944050637466","210","8.25","5.057142857142857"
"187","6","500","0.05","backing footway","36000","1.0857404970523448","2.264402059478151","0.954778101227255","80","3.6666666666666665","2.5555555555555554"
"189","6","500","0.05","backing footway","36000","2.197383027472256","1.266257155707087","2.396909999993364","156","6.333333333333333","4.214285714285714"
"186","6","500","0.05","backing footway","36000","2.1252808657325666","2.452089841607041","1.9891104591182016","155","5","4.375"
"190","6","500","0.05","backing footway","36000","1.398318728671442","1.4066243167211163","1.3967806568103915","129","5.8","3.7037037037037037"
"191","6","500","0.05","backing building","36000","2.547148350610514","0.9550620970229909","2.7859612886486427","74","2.3333333333333335","3.35"
"179","6","500","0.05","backing road","36000","16.232403262004542","3.05779317836283","17.69624882685362","269","10","8.851851851851851"
"194","6","500","0.05","backing building","36000","1.3047738553070156","2.227098122273515","1.1844706900505155","94","5.333333333333333","3.391304347826087"
"192","6","500","0.05","backing building","36000","1.7445309238822773","2.2399651624493897","1.6368278285416007","123","6.4","3.9565217391304346"
"193","6","500","0.05","backing building","36000","1.2438572369344048","1.4240123812799474","1.2125259074830057","128","5.75","4.565217391304348"
"197","6","500","0.05","backing building","36000","1.6342233351245492","1.9189418870635275","1.6000571088918716","100","4.666666666666667","3.44"
"196","6","500","0.05","backing building","36000","1.6531166524282404","1.5675815505982902","1.6653359526896616","138","4","4.357142857142857"
"199","6","500","0.05","backing building","36000","1.0744775714201913","0.7181598486858771","1.1292956826100857","126","4.25","4.1923076923076925"
"195","6","500","0.05","backing building","36000","1.5604786393985544","4.244758615107592","1.3088273916758322","180","8","4.875"
"200","6","500","0.05","backing building","36000","0.8780837277927961","0.17699155631458888","0.9782397522896829","83","3.3333333333333335","3.4761904761904763"
"201","6","600","0.05","bus flag","36000","1.3281644734478821","1.3164599480969823","1.33022997792157","189","6.333333333333333","4.4411764705882355"
"198","6","500","0.05","backing building","36000","7.670833824268066","3.9886290037760483","8.898235431098739","190","6.125","5.875"
"206","6","600","0.05","bus flag","36000","2.5189476905417196","1.0518509628581392","2.7809292490566446","137","4.8","4.035714285714286"
"205","6","600","0.05","bus flag","36000","1.8844551669785758","1.7109395009441688","1.9348306829240485","220","7","5.064516129032258"
"204","6","600","0.05","bus flag","36000","1.6218841779749171","1.873616406202673","1.5869213684988397","198","6.4","4.611111111111111"
"207","6","600","0.05","bus flag","36000","3.265568093616394","5.947360455527419","2.7441084676892498","249","8.142857142857142","5.333333333333333"
"202","6","600","0.05","bus flag","36000","3.8421221721734","2.8951179135965703","4.1262234497464485","146","6.333333333333333","5.4"
"209","6","600","0.05","bus flag","36000","1.6077854101402649","1.5816151422528426","1.6104024369290066","187","4.75","4.2"
"203","6","600","0.05","bus flag","36000","2.9533061164797623","2.5392935942723156","3.106644087667706","218","6.8","5.555555555555555"
"211","6","600","0.05","backing road","36000","2.7402449721049527","2.859869975056262","2.711369971392567","185","6.571428571428571","4.793103448275862"
"212","6","600","0.05","backing road","36000","2.798889799320725","3.9162119840200686","2.6626309963086108","323","8","6.902439024390244"
"210","6","600","0.05","bus flag","36000","2.460686126511478","3.464327306033817","2.196570026637179","360","10.3","6.7631578947368425"
"208","6","600","0.05","bus flag","36000","1.7443169125427014","-0.001642649777497951","1.9233896881652863","268","8.5","6"
"214","6","600","0.05","backing road","36000","3.7360601680164374","1.9157194257319066","4.245755575856106","153","5.428571428571429","4.6"
"215","6","600","0.05","backing road","36000","2.9480994495702917","2.458336984313644","3.075074903525718","196","8.857142857142858","4.962962962962963"
"216","6","600","0.05","backing road","36000","2.4556893410574205","1.7141176760786963","2.6508397792097167","303","8.8","5.657894736842105"
"213","6","600","0.05","backing road","36000","8.33318990069353","7.367644082352324","8.622853646195892","339","12.777777777777779","7.466666666666667"
"219","6","600","0.05","backing road","36000","1.9444605852425376","2.6241647108478006","1.929998795336043","307","11","6.297872340425532"
"221","6","600","0.05","backing footway","36000","2.0506810615618343","3.5954935846111056","1.8376034721757275","158","7","4.482758620689655"
"217","6","600","0.05","backing road","36000","10.835892227412165","4.526842727578915","11.845340147385489","207","5.75","7.36"
"224","6","600","0.05","backing footway","36000","2.1494121302695444","2.7222504209837926","2.049788079710545","112","4.75","4.043478260869565"
"222","6","600","0.05","backing footway","36000","3.476169516085695","1.6318644340457606","3.6438336144529617","134","3.6666666666666665","3.727272727272727"
"218","6","600","0.05","backing road","36000","2.027301603385487","1.0269033682543522","2.1702156369756493","194","6.5","6"
"220","6","600","0.05","backing road","36000","3.3163263413221764","1.291444913937113","3.5332779228277187","199","8.333333333333334","6.214285714285714"
"223","6","600","0.05","backing footway","36000","2.825143497536034","1.2439355176047187","3.1041801998768537","269","6.833333333333333","6.705882352941177"
