,[run number],sidewalk_width,pedestrian_flow,disabled-proportion,bus_stop_type,second,average_speed,density,mean_delay,mean_delay_disabled,mean_delay_non_disabled,total_conflict_incidents,mean_conflict_disabled,mean_conflict_non_disabled
65,21,4,1000,0.05,backing footway,180,0.154751835,0.591666667,11.93547243,7.144610949,12.67252804,170,10.5,11.46153846
66,19,4,1000,0.05,backing road,180,0.17004398399999998,0.6333333329999999,9.723911577,3.65502545,10.9376888,60,14.0,9.2
67,31,4,1000,0.05,backing building,180,0.256533456,0.433333333,4.649688234,9.710447288,3.525075111,386,17.33333333,10.44444444
68,34,4,1000,0.05,backing building,180,0.460233104,0.15833333300000002,5.290188444,3.6660029869999997,5.443413487000001,740,12.8,12.75471698
69,33,4,1000,0.05,backing building,180,0.24885423399999998,0.26666666699999997,4.841692795,3.647051522,4.944090618,438,15.66666667,11.17142857
70,36,4,1000,0.05,backing building,180,0.49239882,0.18333333300000001,7.480003722,6.206491067000001,7.666371428,645,14.83333333,13.56097561
71,27,4,1000,0.05,backing footway,180,0.256114104,0.566666667,5.466053766,6.468872877999999,4.893014273,109,13.25,8.0
72,35,4,1000,0.05,backing building,180,0.323025401,0.291666667,4.176047972,3.024122067,4.455302737,456,13.75,10.48484848
73,37,4,1000,0.05,backing building,180,0.224767474,0.283333333,5.914684077,9.97890845,4.898627983,478,16.125,10.90625
74,38,4,1000,0.05,backing building,180,0.514397985,0.21666666699999998,7.717393511,6.019162071,8.109293074,690,14.66666667,14.30769231
75,39,4,1000,0.05,backing building,180,0.210004043,0.36666666700000006,6.597057717999999,6.3333574829999995,6.691989802,428,15.0,11.72
76,40,4,1000,0.05,backing building,180,0.272042767,0.375,5.968516567999999,9.843729245,5.087786414,303,15.2,10.31818182
77,29,4,1000,0.05,backing footway,180,0.177080707,0.483333333,42.10674027,48.88690297,40.16955093,499,26.66666667,16.14285714
78,25,4,1000,0.05,backing footway,180,0.14273659,0.583333333,10.05920558,9.779289523,10.45108806,253,28.42857143,10.8
79,30,4,1000,0.05,backing footway,180,0.212719126,0.5083333329999999,36.44651477,7.62155893,42.85206051,167,23.0,13.44444444
80,7,4,1500,0.05,bus flag,180,0.579408028,0.21666666699999998,7.868244651,6.534845832999999,8.043116628,1159,21.375,16.19672131
81,4,4,1500,0.05,bus flag,180,0.56751724,0.25,6.85307819,3.314913277,7.232167287999999,829,13.33333333,13.375
82,8,4,1500,0.05,bus flag,180,0.29376170100000004,0.35,5.204110163,3.618235339,5.463028501,803,16.5,13.69387755
83,6,4,1500,0.05,bus flag,180,0.25623474399999996,0.36666666700000006,10.36568421,6.890535625,11.03113819,957,20.0,16.53191489
84,2,4,1500,0.05,bus flag,180,0.444222615,0.325,16.96181404,18.54156659,16.55847297,1295,27.66666667,20.4893617
85,10,4,1500,0.05,bus flag,180,0.735363161,0.225,7.797157382000001,5.724549807000001,8.173995122000001,988,16.8,14.90909091
86,5,4,1500,0.05,bus flag,180,0.191378651,0.6416666670000001,5.96549495,8.579671983999999,5.424630736,626,29.5,15.48275862
87,14,4,1500,0.05,backing road,180,0.292760052,0.291666667,7.274416472,6.241860982,7.45399134,840,21.125,14.58695652
88,9,4,1500,0.05,bus flag,180,0.22314243600000003,0.6083333329999999,6.387451713,8.471275263999999,5.692843862999999,497,24.625,12.5
89,3,4,1500,0.05,bus flag,180,0.17205093899999999,0.85,10.7440752,2.034877124,11.57352263,366,11.5,16.33333333
90,15,4,1500,0.05,backing road,180,0.208413994,0.5166666670000001,8.771932975,7.621276832,9.04809045,535,23.5,15.76
91,1,4,1500,0.05,bus flag,180,0.20015279100000002,0.691666667,11.33458409,9.947104795,11.69653521,515,19.83333333,17.2173913
92,13,4,1500,0.05,backing road,180,0.16537836,0.666666667,10.13776429,13.46747911,8.962570825,435,28.83333333,15.41176471
93,11,4,1500,0.05,backing road,180,0.164110738,0.725,7.142245417000001,8.158067722,6.877248294,471,24.33333333,14.13043478
94,17,4,1500,0.05,backing road,180,0.189780292,0.5,6.590531982999999,5.931714689,6.722295441,429,17.66666667,10.76666667
95,16,4,1500,0.05,backing road,180,0.193787431,0.666666667,5.564651867,7.05173819,5.251581062,280,18.75,10.78947368
96,20,4,1500,0.05,backing road,180,0.19492895699999999,0.5,8.508421389,8.836672217,8.38291372,772,20.53846154,14.85294118
97,12,4,1500,0.05,backing road,180,0.183504313,0.841666667,5.463337264,7.559581435,5.08220196,161,17.5,11.45454545
98,21,4,1500,0.05,backing footway,180,0.189990269,0.683333333,8.838450363,12.77318851,7.362923557,304,21.66666667,10.875
99,24,4,1500,0.05,backing footway,180,0.17699680399999998,0.583333333,12.7335772,10.50932525,13.28964018,515,23.83333333,15.5
100,19,4,1500,0.05,backing road,180,0.18617783100000002,0.7333333329999999,10.48773232,13.08609437,9.968059912000001,214,39.0,13.6
101,22,4,1500,0.05,backing footway,180,0.18477360399999998,0.725,8.850091895,17.26566087,5.789884997000001,236,34.75,8.818181818
102,26,4,1500,0.05,backing footway,180,0.220383772,0.658333333,10.69863324,12.11430293,10.42638907,479,20.4,14.5
103,18,4,1500,0.05,backing road,180,0.16839833199999998,0.95,7.826129816,10.36119107,5.291068559,271,43.2,11.0
104,23,4,1500,0.05,backing footway,180,0.172955332,0.808333333,13.95603379,22.7330977,9.56750183,257,44.25,10.0
105,31,4,1500,0.05,backing building,180,0.436910026,0.241666667,5.1927646460000005,2.9840922930000002,5.413631881000001,696,14.4,12.48
106,25,4,1500,0.05,backing footway,180,0.188893659,0.783333333,9.021714332,8.318507633,10.193725500000001,129,20.4,9.0
