,pedestrian_flow,bus flag_mean,bus flag_stdv,backing road_mean,backing road_stdv,backing footway_mean,backing footway_stdv,backing building_mean,backing building_stdv
0,100,0.21685859989999998,0.2223933060278096,0.5583297655,0.6276821159990006,0.874917091,0.570619327389669,0.4833580412,0.3222118553321294
1,200,1.1882864682,1.931519653110177,0.932172366,0.45825245872548415,0.9422425783999999,0.4258482154963864,1.0046241205,0.5537913347815462
2,300,1.0417130462,0.6453816791140499,2.1223498986,1.3165751930048517,1.5570559056,0.8979196108758796,1.4749254944,1.0937780655458136
3,400,1.4226387416,0.7437955123436512,2.7833436294,2.6413972197311972,1.6647335517,0.5275610238034634,1.8238770417999999,1.476208930602787
4,500,2.7451431183999997,2.2865536149852437,3.7224752593000003,4.486144569665668,1.8583707627,0.37205421138351563,2.1311524116,1.9991292906544922
5,600,2.3227236341,0.8280360637389734,4.113615439,2.991687862537571,2.2256578318,0.6547711040736907,2.8743458199,1.4712614207492973
6,700,2.096113463,0.7155847803177987,5.1675208747,3.092957009061837,2.2137651637,0.6626472907567822,2.5338529452,1.0681389585761216
7,800,2.9750965513,1.4363859960365384,4.8757758732,3.1882996519702145,3.2402316963,1.7581896438666682,3.7311557647,1.4214019303153647
8,900,3.0561614613,1.6212133301310045,4.2992448056,1.3599912679165398,2.8889239249,0.6943704987786342,4.0095670887,1.8998690650697403
9,1000,3.8833306412999997,2.2735505252875874,4.3281346322,1.6377058352320675,3.1754950633,0.7069221187861127,4.2989266405999995,2.325550198096115
10,1100,3.7100850432,1.8982563629923361,5.4770569005,1.2532287179566877,3.5607157343,0.6092805702026322,4.2446001626,1.956167101809219
11,1200,3.7862487774000004,1.1557675324778212,5.8996429773,3.6722201799887215,3.8991492094,1.0095558510294083,4.6197051824,1.334703343426433
12,1300,4.0035321681000005,1.6455682778555594,6.2069070332,2.0642719277193002,4.43236336,1.10855047388488,5.6130646943,2.4499409489849704
13,1400,4.4372773478,2.050214093181096,6.3212351099,2.746131559906957,5.3368947632,1.9036283524465394,7.0452123726,2.882009577480336
14,1500,4.9907738251,1.852630074862943,8.3384529281,4.898855309338884,4.715310345,1.060534871489459,5.924092556,1.972794628577525
15,1600,5.3734102962,1.9610710985799453,8.0539122471,2.1502387572103685,4.768786205,1.228926094109195,6.4170331921,1.870598734689006
16,1700,4.4739194988,1.036478489136709,7.3771706727,3.155622084982722,5.362027972,1.6154514823401303,7.5756685064000004,2.163046018485551
17,1800,4.6266376412,1.3086989562588869,7.4891813523,2.953593035095376,4.2361385934,0.9740213101552313,6.1658332732000005,2.5656016177709975
