,pedestrian_flow,bus flag_mean,bus flag_stdv,backing road_mean,backing road_stdv,backing footway_mean,backing footway_stdv,backing building_mean,backing building_stdv
118,118,9.2977172035,1.105277142049081,10.2797637692,1.1807532502296934,10.9178500952,1.3079220922180028,10.809778018,1.7648281106544759
119,119,9.3277361179,1.1606783383151533,10.2835372182,1.1899269948987097,10.9411450509,1.3611474781309783,10.8468482275,1.735545251962043
120,120,9.3673223532,1.1684824359231472,10.2835372182,1.1899269948987097,10.9673877919,1.3934588027692194,10.9454765075,1.7245670419634105
121,121,9.4051363883,1.2067825666249694,10.3167727567,1.1535778337614562,10.948917832,1.3900788222846518,10.9130235723,1.7181663736433295
122,122,9.41936813,1.202150795142651,10.3316111866,1.1176893362894271,10.9654522675,1.451717245676285,10.9461869963,1.7616342900386568
123,123,9.4202846119,1.202327840409916,10.3451091626,1.1197135062976453,10.9648245615,1.45474716957774,10.9755250458,1.7267081225167373
124,124,9.430952313799999,1.198518874455046,10.4841426511,1.2491696076388896,10.9633975005,1.4567193335435233,10.9942380051,1.7359787056163352
125,125,9.436403626499999,1.191750059766645,10.5395467837,1.2463156732217404,10.9633975005,1.4567193335435233,10.9996696741,1.7341923506968997
126,126,9.443357710899999,1.201308904291035,10.5949873201,1.3988948103769736,10.962646511500001,1.4510748671335783,10.9854689941,1.7076512981597802
127,127,9.4567305465,1.2052854370578319,10.6175117401,1.3806853780964856,10.9745288645,1.4694361655454733,10.97706186,1.6368794973646634
128,128,9.5827070228,1.1863902712001064,10.7083027507,1.348631844806634,10.9986152015,1.4992724305026217,11.004401587,1.6793734714313147
129,129,9.5973155287,1.162744057565591,10.7915961576,1.317917731346216,10.9761302282,1.4831345631829331,11.013632356,1.6814781222243562
130,130,9.5832301278,1.1652591427987022,10.8259635222,1.324148023554138,10.9743128522,1.484189980966073,11.013632356,1.6814781222243562
131,131,9.6507494746,1.143230220899244,10.906874912100001,1.256628084661712,10.9630056082,1.479118535013751,11.012524018,1.6706304846116797
132,132,9.717487847600001,1.2600814245970167,10.9023452954,1.260725895328728,10.9505182132,1.4744206184224264,11.010241929100001,1.6432246971815812
133,133,9.744176486,1.2956316387940212,10.9222943407,1.2393496332999043,10.9506392322,1.4920993236114473,11.0017510101,1.6270410103336563
134,134,9.7739980994,1.2743735051020484,10.9942533737,1.2619591119914555,10.958778841,1.523564062110961,11.0538812691,1.6148869158215418
135,135,9.7880291046,1.229857946856,11.073600041999999,1.3694386219068124,10.952605803900001,1.5455811820827814,11.0483900221,1.6078405228658035
136,136,9.7882874048,1.2368660686118875,11.116859269999999,1.3700798465878365,10.9534245319,1.5444597271315101,11.0624204961,1.6157566348973464
137,137,9.8264009866,1.2148446064849971,11.189924940000001,1.3444234826639088,10.9423310093,1.5793709215328793,11.0669919251,1.614726563590072
138,138,9.837271084200001,1.2150713776206852,11.289583772,1.5746481754906911,10.9234632936,1.5879282899420097,11.0894519911,1.617037505658127
139,139,9.8736620377,1.2210439203932404,11.324353887000001,1.6544882546530102,10.9036066086,1.5856425275467827,11.0700533533,1.6257792753141116
140,140,9.8744768064,1.2164316125513308,11.324353887000001,1.6544882546530102,10.9096658136,1.5910503444812458,11.0700533533,1.6257792753141116
141,141,9.8769064157,1.2255846776471482,11.313991043,1.653640790098157,10.9113525096,1.5748137098906114,11.1017744023,1.674753502897833
142,142,9.9198197035,1.2110694658328234,11.351517924,1.7568652732634538,10.889494526,1.5702418361723438,11.108589513,1.6670310957199659
143,143,9.9409431423,1.2132548687480966,11.376130213,1.683694412046227,10.878634597,1.5604179128747435,11.130367531000001,1.6754616468835652
144,144,9.9646956753,1.201664748133319,11.410500102,1.6727668622501466,10.871993286,1.5536096208963792,11.115581837,1.6839033479811267
145,145,10.0068032853,1.1207024422763965,11.483539932,1.8257119796718415,10.870602782,1.5609767346911043,11.1207180834,1.6624919851552205
146,146,10.059414119300001,1.11710026409537,11.492827693,1.8210029088544963,10.878196967600001,1.5646988394015755,11.143899901400001,1.6710190691823024
147,147,10.0574985353,1.113274142278511,11.4930241699,1.8159092571827828,10.8670607192,1.5747267407645589,11.1346825395,1.6802060867571589
148,148,10.0858519182,1.084486749720974,11.575989124,1.8703296942955536,10.9036644836,1.5830621279685377,11.183412068300001,1.673064038731682
149,149,10.1321998043,1.0947011102052595,11.669294153,2.0540618677571145,10.9047095986,1.586292234837998,11.2102490233,1.6717357094347451
150,150,10.1438226882,1.0789563078811026,11.693857487,2.062109669214776,10.9133259836,1.5930703070352301,11.2323766833,1.6818430935558013
151,151,10.1452668441,1.0770489902503895,11.70069308,2.061599192828926,10.915804912,1.6133350871642207,11.2737508228,1.6589108970901958
152,152,10.1532929577,1.0731792487744898,11.808652002,2.0826748818181873,10.909519599,1.6040098593683774,11.331503529999999,1.6731997913674013
153,153,10.1616834048,1.0707059675930033,11.82942115,2.093915454298187,10.914998554,1.6086005193999016,11.3722942109,1.6122206092143418
154,154,10.1616834048,1.0707059675930033,11.8634493895,2.054580674406912,10.921114466,1.6150153040613273,11.3670256461,1.6435922990440504
155,155,10.1616834048,1.0707059675930033,11.9283812385,1.9996286005663402,10.928346104,1.6188538717423635,11.3812935151,1.6406047024898494
156,156,10.1575170758,1.0716653431756924,12.0020677345,1.9519752325252442,10.931440786,1.6209428731371291,11.3727828761,1.6373277687169385
157,157,10.1573345984,1.0736964185979878,12.027288362,1.9243402207080293,10.9366827552,1.6696088589635596,11.4100241241,1.6853851553547263
158,158,10.1466550139,1.0658626524843555,12.057639817,1.79627971958053,10.9110519408,1.6673060701072036,11.4574209061,1.75917954463617
159,159,10.217484733900001,1.0923536618319363,12.080201116,1.867320025245332,10.8887074756,1.67351186003138,11.4551760081,1.7610856850114047
160,160,10.2496320949,1.0959790325265315,12.113017503,1.8531157405488439,10.8949317026,1.6715266088328629,11.4427228231,1.762633740031702
161,161,10.2640371563,1.0850794693274546,12.125381431,1.848537736723282,10.9366436428,1.7354382378977153,11.4098861812,1.7708080138150173
162,162,10.3046312578,1.1133320850302417,12.157358174999999,1.8282205246610985,10.9368551708,1.735429185799421,11.4087843402,1.7010951541212394
163,163,10.344573498299999,1.1154413870771651,12.192930293,1.8344332884896262,10.9335880878,1.7323512572296185,11.474231333599999,1.6789539409535226
164,164,10.3434977598,1.1129367907068612,12.215101639,1.8188958274761433,10.9258096558,1.7458539513921185,11.4820398336,1.6771006135047362
165,165,10.3301208276,1.086020521918975,12.213851536,1.796016368070869,10.9522694727,1.7323671753300904,11.4525651702,1.693668530844168
166,166,10.4046825309,1.1113367569198036,12.294148986,2.014466179733455,10.9668344817,1.735625702237601,11.4631674482,1.6971179585286997
167,167,10.3931932583,1.114152603969568,12.341962878,1.9983526127509526,10.9684680107,1.735199341348246,11.5453775913,1.6152843104880656
168,168,10.3874148378,1.1143376708235198,12.406248694,1.9627816949477883,11.0215217597,1.7436614476659191,11.6425247922,1.594864210559902
169,169,10.4559992856,1.1874308812295695,12.406248694,1.9627816949477883,11.0210496237,1.7471182650194044,11.6247828442,1.5690767324255834
170,170,10.4546732456,1.1874542946639437,12.422671111,1.9919745479443611,11.034990562700001,1.7648466232860591,11.6378421172,1.5320751571239848
171,171,10.460336834,1.1653285904157242,12.417651503,1.9972461222317759,11.0343288347,1.7656394084911875,11.7013708332,1.5647426372220599
172,172,10.472471546,1.1482702404535756,12.454940867,1.983410739324287,11.0605197647,1.7686093593346401,11.7838272392,1.499407333041466
173,173,10.4817575681,1.1631563597207057,12.467058627,1.9662689303009984,11.073575719399999,1.7226513250109372,11.8710808232,1.4787269329311583
174,174,10.4870063822,1.1508340410486273,12.527842289,1.9392792533872467,11.0732532374,1.7289825432918187,11.8696660552,1.4439528017095835
175,175,10.4984166442,1.1600565614965117,12.581325246,1.9115439219037744,11.0569401869,1.7404259059945146,11.8880040612,1.48572315550719
176,176,10.4884793182,1.167399054344827,12.573238493,1.9081558153679183,11.0348260736,1.7307948186899176,11.887597288,1.4864873746978164
177,177,10.5134469446,1.1939785332865416,12.573238493,1.9081558153679183,11.0135835662,1.7496984853677404,11.8953517634,1.4691246177151376
178,178,10.5263464133,1.1935243500933932,12.594544945,1.9518387254595115,11.0163096942,1.727555949523626,11.9211444244,1.4236519324475267
179,179,10.5447566086,1.1527218397224481,12.624919036,1.922189870917663,11.0114189842,1.7277288978206424,12.0077964447,1.3948084421457638
180,180,10.5294336334,1.157565564944853,12.741595277,1.8902715949691757,11.0079681928,1.7081682187479788,12.024418325700001,1.3612353504986776
